,Incidente,Fecha Autorización,Solicitante,Permiso,Producto,Categoría,CIF $,Kg. Netos,Aduana,País procedencia,País origen,Otra fuente de origen
0,49,2014-04-04,sodium-pasta-glucose-mexico,142432,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,125.0,1360779.0,MELCHOR DE MENCOS,Belice,Belice,
1,50,2014-04-04,sodium-pasta-glucose-mexico,142425,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,75.0,816467.0,MELCHOR DE MENCOS,Belice,Belice,
2,275,2014-07-04,robert-vermont-one-robert,142479,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,Nicaragua,Nicaragua,
3,276,2014-07-04,robert-vermont-one-robert,142480,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,Nicaragua,Nicaragua,
4,177,2014-07-04,zebra-missouri-arkansas-island,142478,HARINA DE TRIGO,HARINA DE TRIGO,81601.21,151800.0,TECUN UMAN,México,México,
5,152,2014-07-04,beryllium-aspen-colorado-fish,142468,HARINA DE TRIGO,HARINA DE TRIGO,11726.33,20866.0,SAN CRISTOBAL,El Salvador,El Salvador,
6,153,2014-07-04,beryllium-aspen-colorado-fish,142467,HARINA DE TRIGO,HARINA DE TRIGO,11726.33,20866.0,SAN CRISTOBAL,El Salvador,El Salvador,
7,155,2014-07-04,beryllium-aspen-colorado-fish,142469,HARINA DE TRIGO,HARINA DE TRIGO,11726.33,20866.0,SAN CRISTOBAL,El Salvador,El Salvador,
8,156,2014-07-04,beryllium-aspen-colorado-fish,142470,HARINA DE TRIGO,HARINA DE TRIGO,11726.33,20866.0,SAN CRISTOBAL,El Salvador,El Salvador,
9,162,2014-07-04,robert-vermont-one-robert,142474,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,Nicaragua,Nicaragua,
10,164,2014-07-04,robert-vermont-one-robert,142473,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,Nicaragua,Nicaragua,
11,68,2014-07-04,kentucky-stream-crazy-winner,142440,CASCARILLA DE ARROZ,MATERIA PRIMA PARA ALIMENTOS,500.0,16000.0,PEDRO DE ALVARADO,Nicaragua,Nicaragua,
12,122,2014-07-04,echo-fillet-red-november,142463,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,11250.0,68182.0,MELCHOR DE MENCOS,Belice,Belice,
13,123,2014-07-04,echo-fillet-red-november,142453,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,11250.0,68182.0,MELCHOR DE MENCOS,Belice,Belice,
14,142,2014-07-04,montana-mockingbird-lactose-paris,142465,ARROZ PARBOIL,ARROZ,49995.04,59875.0,SANTO TOMAS DE CASTILLA,Estados Unidos,Estados Unidos,ORIGEN: ESTADO DE TEXAS.
15,467,2014-08-04,blue-alanine-aspen-ink,142545,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,891909.31,3952402.0,PUERTO QUETZAL,Estados Unidos,Estados Unidos,
16,476,2014-08-04,august-alabama-william-black,142562,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,156337.02,290316.0,SANTO TOMAS DE CASTILLA,Estados Unidos,Estados Unidos,ORIGEN: ESTADO DE TEXAS.
17,530,2014-08-04,zebra-missouri-arkansas-island,142565,HARINA DE TRIGO,HARINA DE TRIGO,81994.67,151800.0,TECUN UMAN,MÓNACO,MÓNACO,
18,352,2014-08-04,helium-jupiter-april-comet,142496,HARINA DE TRIGO,HARINA DE TRIGO,10390.0,2268.0,TECUN UMAN,México,México,
19,353,2014-08-04,helium-jupiter-april-comet,142495,HARINA DE TRIGO,HARINA DE TRIGO,10307.5,2268.0,TECUN UMAN,México,México,
20,354,2014-08-04,fifteen-venus-fruit-vermont,142494,HARINA DE TRIGO,HARINA DE TRIGO,60564.0,13081.0,TECUN UMAN,México,México,
21,355,2014-08-04,king-one-saturn-nevada,142493,HARINA DE TRIGO,HARINA DE TRIGO,61622.0,13081.0,TECUN UMAN,México,México,
22,295,2014-08-04,glucose-mike-magazine-table,142501,ARROZ GRANZA,ARROZ,30055.28,71470.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
23,299,2014-08-04,cat-alabama-wisconsin-eleven,142500,ARROZ GRANZA,ARROZ,454269.81,1093000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,
24,342,2014-08-04,blossom-wyoming-lithium-stairway,142528,CASCARILLA DE ARROZ,ARROZ,970.0,1363636.0,PEDRO DE ALVARADO,Nicaragua,Nicaragua,
25,344,2014-08-04,blossom-wyoming-lithium-stairway,142526,CASCARILLA DE ARROZ,ARROZ,970.0,1363636.0,PEDRO DE ALVARADO,Nicaragua,Nicaragua,
26,424,2014-08-04,helium-jupiter-april-comet,142523,HARINA DE TRIGO,HARINA DE TRIGO,61094.2,13081.0,TECUN UMAN,México,México,
27,282,2014-08-04,massachusetts-stairway-fifteen-uniform,142498,ARROZ,ARROZ,53000.0,100240.0,SANTO TOMAS DE CASTILLA,UZBEKISTÁN,UZBEKISTÁN,
28,448,2014-08-04,island-fish-chicken-purple,142540,HARINA DE TRIGO,HARINA DE TRIGO,17990.0,31703.0,PEDRO DE ALVARADO,El Salvador,El Salvador,
29,450,2014-08-04,lion-paris-snake-floor,142550,HARINA DE TRIGO,HARINA DE TRIGO,16992.5,31703.0,SAN CRISTOBAL,El Salvador,El Salvador,
30,452,2014-08-04,lake-jersey-salami-fanta,142558,ARROZ GRANZA,ARROZ,310590.0,765000.0,PUERTO QUETZAL,Estados Unidos,Estados Unidos,ORIGEN: ESTADO DE LOUISIANA.
31,235,2014-08-04,jersey-fourteen-winter-mockingbird,142513,ARROZ GRANZA,ARROZ,113077.88,275000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
32,547,2014-09-04,blossom-wyoming-lithium-stairway,142572,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
33,548,2014-09-04,blossom-wyoming-lithium-stairway,142580,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
34,549,2014-09-04,blossom-wyoming-lithium-stairway,142578,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
35,550,2014-09-04,blossom-wyoming-lithium-stairway,142579,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
36,551,2014-09-04,blossom-wyoming-lithium-stairway,142576,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
37,552,2014-09-04,blossom-wyoming-lithium-stairway,142575,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
38,553,2014-09-04,blossom-wyoming-lithium-stairway,142574,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
39,554,2014-09-04,blossom-wyoming-lithium-stairway,142573,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
40,555,2014-09-04,tennessee-beryllium-lactose-bluebird,142582,HARINA DE TRIGO,HARINA DE TRIGO,76800.0,135870.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
41,563,2014-09-04,glucose-network-cardinal-december,142586,ARROZ EN GRANZA,ARROZ,4063627.92,9842669.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA
42,587,2014-09-04,floor-two-dakota-speaker,142596,HARINA DE TRIGO,HARINA DE TRIGO,62150.2,130818.0,TECUN UMAN,MEXICO,MEXICO,
43,623,2014-09-04,uncle-papa-november-lamp,142614,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,30785.0,131000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA
44,624,2014-09-04,butter-ceiling-uncle-salami,142615,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,2548069.45,10938000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,
45,626,2014-09-04,robert-vermont-one-robert,142616,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
46,663,2014-10-04,kentucky-stream-crazy-winner,142634,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
47,690,2014-10-04,robert-vermont-one-robert,142640,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
48,845,2014-10-04,comet-fanta-autumn-queen,142661,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,105358.99,394000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
49,848,2014-10-04,illinois-paris-west-kansas,142664,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,287109.29,1313747.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
50,852,2014-10-04,east-cup-summer-mango,142665,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,548097.38,2363000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
51,859,2014-10-04,blossom-wyoming-lithium-stairway,142675,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
52,897,2014-11-04,lima-wyoming-twenty-freddie,142682,ARROZ EN GRANO,ARROZ,5145.0,14700.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE CALIFORNIA.
53,926,2014-11-04,robert-vermont-one-robert,142683,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
54,930,2014-11-04,beryllium-maryland-fourteen-asparagus,142685,HARINA DE TRIGO,HARINA DE TRIGO,78480.0,138000.0,TECUN UMAN,MEXICO,MEXICO,
55,999,2014-11-04,robert-vermont-one-robert,142718,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
56,1130,2014-04-14,robert-vermont-one-robert,142737,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NIGERIA,NIGERIA,
57,1142,2014-04-14,blossom-wyoming-lithium-stairway,142736,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NIGERIA,NIGERIA,
58,1158,2014-04-14,september-red-hamper-ten,142748,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1170868.56,4936000.0,PUERTO QUETZAL,ESTONIA,ESTONIA,ORIGEN: ESTADO DE LOUISIANA.
59,1028,2014-04-14,kentucky-stream-crazy-winner,142720,CASCARILLA DE ARROZ,MATERIA PRIMA PARA ALIMENTOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
60,1029,2014-04-14,kentucky-stream-crazy-winner,142722,CASCARILLA DE ARROZ,MATERIA PRIMA PARA ALIMENTOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
61,1037,2014-04-14,zebra-missouri-arkansas-island,142723,HARINA DE TRIGO,HARINA DE TRIGO,81163.67,151800.0,TECUN UMAN,BELGICA,BELGICA,
62,475,2014-04-14,august-alabama-william-black,142774,ARROZ,ARROZ,166679.98,209900.0,SANTO TOMAS DE CASTILLA,ESTONIA,ESTONIA,ORIGEN: ESTADO DE TEXAS.
63,1280,2014-04-15,robert-vermont-one-robert,142789,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
64,1295,2014-04-15,lion-paris-snake-floor,142802,ARROZ ESCALDADO,ARROZ,16425.0,203805.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
65,1306,2014-04-15,carolina-fifteen-magnesium-four,142801,ARROZ GRANZA,ARROZ,104632.5,250000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
66,1307,2014-04-15,carolina-fifteen-magnesium-four,142805,ARROZ GRANZA,ARROZ,104632.5,250000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
67,1308,2014-04-15,carolina-fifteen-magnesium-four,142803,ARROZ GRANZA,ARROZ,104632.5,250000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
68,1309,2014-04-15,carolina-fifteen-magnesium-four,142806,ARROZ GRANZA,ARROZ,59849.79,143000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
69,1320,2014-04-15,robert-vermont-one-robert,142804,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
70,1335,2014-04-15,tennessee-beryllium-lactose-bluebird,142809,HARINA DE TRIGO,HARINA DE TRIGO,77400.0,135870.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
71,1336,2014-04-15,tennessee-beryllium-lactose-bluebird,142810,HARINA DE TRIGO,HARINA DE TRIGO,78000.0,135870.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
72,1348,2014-04-21,hawaii-bravo-sodium-cup,142817,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,126774.48,472000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
73,1354,2014-04-21,blossom-wyoming-lithium-stairway,142825,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
74,1355,2014-04-21,blossom-wyoming-lithium-stairway,142822,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
75,1357,2014-04-21,blossom-wyoming-lithium-stairway,142824,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
76,1362,2014-04-21,alanine-idaho-july-cola,142823,HARINA DE TRIGO,HARINA DE TRIGO,68256.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
77,1407,2014-04-21,helium-stream-edward-helium,142834,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
78,1408,2014-04-21,helium-stream-edward-helium,142833,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
79,1447,2014-04-21,montana-mockingbird-lactose-paris,142847,ARROZ PARBOIL,ARROZ,48914.0,59965.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ARKANSAS.
80,1445,2014-04-21,fish-alpha-six-yellow,142845,MAIZ AMARILLO,MAIZ PARA CONSUMO HUMANO,107137.16,413000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
81,1476,2014-04-22,island-earth-july-quebec,142850,GRAÑONES DE MAIZ (MAIZ AMARILLO SIN GERMEN),MAIZ PARA ELAB DE CONCENTRADOS,15325.5,19278.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ILLINOIS.
82,1477,2014-04-22,island-earth-july-quebec,142849,GRAÑONES DE MAIZ (MAIZ AMARILLO SIN GERMEN),MAIZ PARA ELAB DE CONCENTRADOS,15325.5,19278.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ILLINOIS.
83,1580,2014-04-22,massachusetts-stairway-fifteen-uniform,142867,ARROZ,ARROZ,188238.98,240494.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
84,1636,2014-04-23,crazy-december-charlie-leopard,142872,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,1791718.5,7150000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
85,1641,2014-04-23,papa-cola-cat-utah,142873,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,3320317.5,13250000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
86,1648,2014-04-23,kentucky-stream-crazy-winner,142893,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
87,1743,2014-04-23,cold-romeo-lake-harry,142916,HARINA DE TRIGO,HARINA DE TRIGO,13095.09,21428.0,TECUN UMAN,MEXICO,MEXICO,
88,1673,2014-04-23,sodium-pasta-glucose-mexico,142882,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544315.0,MELCHOR DE MENCOS,BELICE,BELICE,
89,1674,2014-04-23,sodium-pasta-glucose-mexico,142883,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544315.0,MELCHOR DE MENCOS,BELICE,BELICE,
90,1693,2014-04-23,butter-black-double-equal,142901,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,115031.12,472000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
91,1714,2014-04-23,music-three-wyoming-lactose,142908,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,30696.52,118000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
92,1716,2014-04-23,william-fruit-sixteen-delta,142905,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,185287.92,762000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
93,1722,2014-04-23,early-friend-louisiana-black,142906,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,53708.88,236000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
94,1723,2014-04-23,black-neptune-missouri-one,142909,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,59799.22,254000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
95,1725,2014-04-23,oklahoma-sodium-nevada-four,142907,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,291682.33,1297000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
96,1729,2014-04-23,cold-cat-berlin-early,142910,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,237287.09,943000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
97,1738,2014-04-23,social-vermont-angel-tango,142912,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,176947.96,707000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
98,1746,2014-04-24,kentucky-stream-crazy-winner,142921,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
99,1747,2014-04-24,kentucky-stream-crazy-winner,142920,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
100,1791,2014-04-24,twelve-six-oklahoma-summer,142964,SEMILLA DE ARROZ,ARROZ,32548.71,2041187.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
101,1792,2014-04-24,twelve-six-oklahoma-summer,142962,SEMILLA DE ARROZ,ARROZ,32548.71,2041187.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
102,1793,2014-04-24,twelve-six-oklahoma-summer,142963,SEMILLA DE ARROZ,ARROZ,32548.71,2041187.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
103,1794,2014-04-24,skylark-oxygen-oxygen-cola,142940,HARINA DE TRIGO,HARINA DE TRIGO,68736.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
104,1795,2014-04-24,king-one-saturn-nevada,142941,HARINA DE TRIGO,HARINA DE TRIGO,69216.0,130818.0,TECUN UMAN,MEXICO,MEXICO,
105,1796,2014-04-24,helium-jupiter-april-comet,142939,HARINA DE TRIGO,HARINA DE TRIGO,10390.0,22680.0,TECUN UMAN,MEXICO,MEXICO,
106,1798,2014-04-24,oven-mexico-kilo-artist,142944,HARINA DE TRIGO,HARINA DE TRIGO,25432.0,399168.0,PUERTO QUETZAL,MEXICO,MEXICO,
107,1799,2014-04-24,beryllium-maryland-fourteen-asparagus,142943,HARINA DE TRIGO,HARINA DE TRIGO,47196.0,92000.0,TECUN UMAN,MEXICO,MEXICO,
108,1841,2014-04-24,robert-vermont-one-robert,142953,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
109,1842,2014-04-24,robert-vermont-one-robert,142952,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
110,1864,2014-04-24,lake-video-table-india,142960,ARROZ GRANZA,ARROZ,68435.2,160000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
111,1869,2014-04-24,sodium-pasta-glucose-mexico,142961,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,125.0,1360779.0,MELCHOR DE MENCOS,BELICE,BELICE,
112,1990,2014-04-25,robert-vermont-one-robert,142982,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
113,2089,2014-04-28,beryllium-maryland-fourteen-asparagus,143021,HARINA DE TRIGO,HARINA DE TRIGO,94360.0,184000.0,TECUN UMAN,MEXICO,MEXICO,
114,2092,2014-04-28,robert-vermont-one-robert,143027,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
115,2093,2014-04-28,robert-vermont-one-robert,143024,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
116,2095,2014-04-28,robert-vermont-one-robert,143028,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
117,2096,2014-04-28,robert-vermont-one-robert,143025,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
118,2035,2014-04-28,south-sad-seven-ohio,143012,HARINA DE TRIGO,HARINA DE TRIGO,67231.5,151800.0,TECUN UMAN,MEXICO,MEXICO,
119,2146,2014-04-28,blossom-wyoming-lithium-stairway,143036,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
120,2191,2014-04-29,william-fruit-sixteen-delta,143083,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,12815.0,50000.0,MELCHOR DE MENCOS,BELICE,BELICE,
121,2264,2014-04-29,blossom-wyoming-lithium-stairway,143084,CASCARILLA DE ARROZ,MATERIA PRIMA PARA ALIMENTOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
122,2294,2014-04-30,glucose-network-cardinal-december,143115,ARROZ EN GRANZA,ARROZ,1244997.26,3012734.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
123,2361,2014-04-30,island-fish-chicken-purple,143132,HARINA DE TRIGO,HARINA DE TRIGO,18100.0,31703.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
124,2371,2014-04-30,river-speaker-tennessee-november,143124,HARINA DE TRIGO,HARINA DE TRIGO,32200.0,54348.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
125,2372,2014-04-30,river-speaker-tennessee-november,143123,HARINA DE TRIGO,HARINA DE TRIGO,32200.0,54348.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
126,2388,2014-04-30,robert-vermont-one-robert,143122,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
127,2450,2014-02-05,burger-twenty-undress-black,143157,ARROZ GRANZA,ARROZ,320285.23,765000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
128,2457,2014-02-05,black-cola-helium-alanine,143159,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
129,2458,2014-02-05,black-cola-helium-alanine,143160,HARINA DE TRIGO,HARINA DE TRIGO,50270.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
130,2459,2014-02-05,black-cola-helium-alanine,143161,HARINA DE TRIGO,HARINA DE TRIGO,58017.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
