,Incidente,Fecha Autorización,Solicitante,Permiso,Producto,Categoría,CIF $,Kg. Netos,Aduana,País procedencia,País origen,Otra fuente de origen
3793,7248,2014-06-16,black-cola-helium-alanine,144869,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
3794,7249,2014-06-16,black-cola-helium-alanine,144865,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
3795,7250,2014-06-16,black-cola-helium-alanine,144866,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
3796,7251,2014-06-16,black-cola-helium-alanine,144864,HARINA DE TRIGO,HARINA DE TRIGO,50710.0,99792.0,TECUN UMAN,MEXICO,MEXICO,
3797,7252,2014-06-16,south-sad-seven-ohio,144863,HARINA DE TRIGO,HARINA DE TRIGO,67364.07,151800.0,TECUN UMAN,MEXICO,MEXICO,
3798,7257,2014-06-16,robert-berlin-march-pasta,144872,NARANJAS,FRUTAS,5000.0,45454.0,ENTRE RIOS,HONDURAS,HONDURAS,
3799,7258,2014-06-16,robert-berlin-march-pasta,144873,NARANJAS,FRUTAS,7500.0,68181.0,ENTRE RIOS,HONDURAS,HONDURAS,
3800,7260,2014-06-16,oklahoma-sodium-nevada-four,144870,AVENA PELADA Y ESTABILIZADA,AVENA EN GRANO,146514.16,220350.0,PUERTO QUETZAL,CHILE,CHILE,
3801,7262,2014-06-16,eleven-berlin-fanta-magnesium,144871,LUPULO PARA CERVEZA,MATERIA PRIMA PARA ALIMENTOS,10532.39,540.0,EXPRESS AEREO,ALEMANIA,ALEMANIA,
3802,7271,2014-06-16,pizza-fish-blossom-bacon,144874,HARINA DE SOYA,HARINA DE SOYA,1333.27,1250.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE ILLINOIS.
3803,7203,2014-06-16,november-south-emma-nineteen,144836,MANI SIN CASCARA (JUMBO),FRUTOS SECOS,23014.5,20000.0,SAN CRISTOBAL,NICARAGUA,NICARAGUA,
3804,7204,2014-06-16,leopard-september-mars-alabama,144841,MADERA DE PINO (SECA),MADERA ASERRADA,246438.59,428842.0,PUERTO QUETZAL,CHILE,CHILE,
3805,7206,2014-06-16,bravo-fish-king-carolina,144858,SEMILLA DE CEBOLLA (HIBRIDA NUN 1206 ON),SEMILLAS DE HORTALIZA,562.6,234.0,EXPRESS AEREO,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE CALIFORNIA.
3806,7208,2014-06-17,fanta-crazy-rugby-salami,144877,AJONJOLI NATURAL,AJONJOLI,29270.0,217664.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3807,7336,2014-06-17,lion-violet-lactose-robin,144884,SEMILLAS DE CILANTRO,SEMILLAS DE HORTALIZA,5380.0,1000.0,PUERTO QUETZAL,TAILANDIA,TAILANDIA,
3808,7337,2014-06-17,sodium-pasta-glucose-mexico,144878,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,50.0,544311.0,MELCHOR DE MENCOS,BELICE,BELICE,
3809,7341,2014-06-17,cola-neptune-shade-delta,144887,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3810,7345,2014-06-17,tango-california-cola-magnesium,144881,SEMILLAS GERMINADAS DE PALMA ACEITERA,ESQUEJES RIZOMAS BULBOS,25749.01,161.0,EXPRESS AEREO,COSTA RICA,COSTA RICA,
3811,7350,2014-06-17,social-angel-jersey-summer,144885,SEMILLA DE SANDIA,SEMILLAS DE FRUTAS,345.71,305.0,EXPRESS AEREO,ESTADOS UNIDOS,ESTADOS UNIDOS,CHILE GUATEMALA Y CALIFORNIA ESTADOS UNIDOS.
3812,7353,2014-06-17,robert-berlin-march-pasta,144886,NARANJAS,FRUTAS,7500.0,68181.0,ENTRE RIOS,HONDURAS,HONDURAS,
3813,7333,2014-06-17,lake-video-table-india,144897,ARROZ GRANZA,ARROZ,43312.5,105000.0,SAN CRISTOBAL,EL SALVADOR,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
3814,7334,2014-06-17,jersey-fourteen-winter-mockingbird,144915,ARROZ GRANZA,ARROZ,111384.0,273000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE LOUISIANA.
3815,7361,2014-06-17,robert-berlin-march-pasta,144894,SANDIAS,FRUTAS,5500.0,49962.0,ENTRE RIOS,HONDURAS,HONDURAS,
3816,7362,2014-06-17,robert-berlin-march-pasta,144893,SANDIAS,FRUTAS,2500.0,22727.0,ENTRE RIOS,HONDURAS,HONDURAS,
3817,7363,2014-06-17,robert-berlin-march-pasta,144895,SANDIAS,FRUTAS,8000.0,68106.0,ENTRE RIOS,HONDURAS,HONDURAS,
3818,7283,2014-06-17,blossom-wyoming-lithium-stairway,144876,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1363636.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3819,7285,2014-06-17,london-queen-florida-asparagus,144905,CACAO EN GRANO,GRANOS,11800.0,19868.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3820,7286,2014-06-17,william-fruit-sixteen-delta,144875,MAIZ AMARILLO,MAIZ PARA ELAB DE CONCENTRADOS,13840.2,54000.0,MELCHOR DE MENCOS,BELICE,BELICE,
3821,7298,2014-06-17,cup-vermont-emma-johnny,144900,MANZANAS,FRUTAS,20506.24,22344.0,PUERTO QUETZAL,CHILE,CHILE,
3822,7301,2014-06-17,bulldog-steak-bravo-glucose,144880,TAMARINDO PELADO,FRUTAS,4850.0,23000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3823,7302,2014-06-17,bulldog-steak-bravo-glucose,144879,TAMARIDNO PELADO,FRUTAS,4850.0,23000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3824,7320,2014-06-17,vermont-colorado-nuts-gee,144883,PLANTAS IN VITRO DE DIANTHUS SPP,ESQUEJES RIZOMAS BULBOS,1774.84,24.0,EXPRESS AEREO,COSTA RICA,COSTA RICA,
3825,7322,2014-06-17,alaska-high-steak-florida,144904,GUAYABA,FRUTAS,3115.46,2000.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
3826,7398,2014-06-17,blossom-wyoming-lithium-stairway,144903,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3827,7189,2014-06-17,low-lima-paris-cola,144882,ESQUEJES DE PLANTAS (BEGONIA SP),ESQUEJES RIZOMAS BULBOS,433.94,20.0,EXPRESS AEREO,PORTUGAL,PORTUGAL,
3828,7410,2014-06-18,mango-twenty-fix-zulu,144922,ALGODON SIN CARDAR NI PEINAR,ALGODÓN,968638.02,423532.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
3829,7411,2014-06-18,missouri-washington-princess-texas,144917,PLANTAS DE BANANO,MERISTEMOS DE BANANO,10472.6,49.0,EXPRESS AEREO,COSTA RICA,COSTA RICA,
3830,7412,2014-06-18,jersey-pizza-sweet-nitrogen,144918,ALGODON SIN CARDAR NI PEINAR,ALGODÓN,140827.06,59896.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ESTADO DE TENNESSEE.
3831,7413,2014-06-18,delta-fifteen-eleven-september,144931,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3832,7414,2014-06-18,delta-fifteen-eleven-september,144932,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3833,7415,2014-06-18,delta-fifteen-eleven-september,144933,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3834,7416,2014-06-18,delta-fifteen-eleven-september,144929,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3835,7417,2014-06-18,delta-fifteen-eleven-september,144930,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3836,7418,2014-06-18,uncle-colorado-florida-dakota,144927,CEBOLLA,FRUTAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3837,7419,2014-06-18,uncle-colorado-florida-dakota,144928,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3838,7429,2014-06-18,uncle-colorado-florida-dakota,144937,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3839,7430,2014-06-18,uncle-colorado-florida-dakota,144926,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3840,7431,2014-06-18,uncle-colorado-florida-dakota,144925,CEBOLLA,HORTALIZAS,3200.0,32000.0,TECUN UMAN,MEXICO,MEXICO,
3841,7434,2014-06-18,emma-monkey-uniform-apart,144916,SEMILLAS DE MAIZ,SEMILLAS DE HORTALIZA,890.1,83765.0,EXPRESS AEREO,MEXICO,MEXICO,
3842,7436,2014-06-18,seven-sodium-mountain-helium,144921,MADERA DE PINO (SECADA AL HORNO),MADERA ASERRADA,10762.2,21927.0,PUERTO BARRIOS,ESTADOS UNIDOS,ESTADOS UNIDOS,ESTADO DE GEORGIA.
3843,7437,2014-06-18,network-south-california-eight,144920,FIBRA DE COCO (SUSTRATO),SUSTRATOS,35700.0,50400.0,PUERTO QUETZAL,SRI LANKA,SRI LANKA,
3844,7438,2014-06-18,bulldog-steak-bravo-glucose,144934,TAMARINDO PELADO,FRUTAS,4650.0,23000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3845,7439,2014-06-18,bulldog-steak-bravo-glucose,144935,TAMARINDO PELADO,FRUTAS,4650.0,23000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3846,7440,2014-06-18,kentucky-stream-crazy-winner,144919,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,500.0,16000.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3847,7441,2014-06-18,robert-berlin-march-pasta,144924,SANDIAS,FRUTAS,6500.0,52197.0,ENTRE RIOS,HONDURAS,HONDURAS,
3848,7442,2014-06-18,robert-berlin-march-pasta,144923,SANDIAS,FRUTAS,6500.0,52197.0,ENTRE RIOS,HONDURAS,HONDURAS,
3849,7454,2014-06-18,artist-pasta-spring-march,144936,ALGODON SIN CARDAR NI PEINAR,ALGODÓN,227728.88,100289.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
3850,7455,2014-06-18,mars-oklahoma-fix-table,144944,"SEMILLAS DE GRAMAS (CESPED, JARDIN, MEZCLA)",SEMILLAS DE FLORES,0.0,233555.0,PEDRO DE ALVARADO,ESPAÑA,ESPAÑA,
3851,7456,2014-06-18,mars-oklahoma-fix-table,144945,SEMILLAS ORNAMENTALES (STRELITZIA),SEMILLAS DE FLORES,467.25,72.0,PEDRO DE ALVARADO,ESPAÑA,ESPAÑA,
3852,7457,2014-06-18,mars-oklahoma-fix-table,144942,SEMILLAS PLANTAS AROMATICAS (MENTA Y ROMERO),SEMILLAS DE HORTALIZA,497.25,109.0,PEDRO DE ALVARADO,ESPAÑA,ESPAÑA,
3853,7458,2014-06-18,mars-oklahoma-fix-table,144943,"SEMILLAS DE HORTALIZAS (HABA, JUDIA, PEPINO, ACELGA, APIO, BERENJENA, CALABACIN, CALABAZA, CEBOLLA, COL REPOLLO, COLIFLOR, ESPARRAGO, FRESON Y TOMATE)",SEMILLAS DE HORTALIZA,7965.15,65875.0,PEDRO DE ALVARADO,ESPAÑA,ESPAÑA,
3854,7459,2014-06-18,ink-emma-fillet-maryland,144951,CEBOLLA,HORTALIZAS,851.25,85125.0,LA MESILLA,MEXICO,MEXICO,
3855,7460,2014-06-18,alaska-high-steak-florida,144950,MANZANAS,FRUTAS,24783.95,19355.0,SANTO TOMAS DE CASTILLA,CHILE,CHILE,
3856,7461,2014-06-18,robert-berlin-march-pasta,144949,SANDIAS,FRUTAS,2500.0,22727.0,ENTRE RIOS,HONDURAS,HONDURAS,
3857,7462,2014-06-18,robert-berlin-march-pasta,144948,SANDIAS,FRUTAS,2500.0,22727.0,ENTRE RIOS,HONDURAS,HONDURAS,
3858,7482,2014-06-18,mike-oklahoma-hot-maine,144946,PLANTAS DE BANANO,MERISTEMOS DE BANANO,16037.0,1600.0,TECUN UMAN,MEXICO,MEXICO,
3859,7490,2014-06-18,eight-october-early-december,144941,HARINA DE MANI,HARINAS,9886.38,2086408.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3860,7493,2014-06-18,eleven-maine-eleven-mockingbird,144947,CHAMPIÑON FRESCO,HONGOS,13154.35,5289.0,TECUN UMAN,MEXICO,MEXICO,
3861,7495,2014-06-18,eight-october-early-december,144938,HARINA DE MANI,HARINAS,9886.38,2086408.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3862,7496,2014-06-18,eight-october-early-december,144939,HARINA DE MANI,HARINAS,9886.38,2086408.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3863,7497,2014-06-18,eight-october-early-december,144940,HARINA DE MANI,HARINAS,9886.38,2086408.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3864,7506,2014-06-18,batman-pizza-six-carpet,144953,"SEMILLA DE COLIFOR, RABANO, ZANAHORIA, BROCOLO, CHILE Y PAK CHOI",SEMILLAS DE HORTALIZA,165775.09,46304.0,EXPRESS AEREO,ESTADOS UNIDOS,ESTADOS UNIDOS,"ARIZONA, CALIFORNIA Y OREGON/ESTADOS UNIDOS Y CHINA."
3865,7529,2014-06-18,pasta-florida-quebec-william,144952,CHAMPIÑONES FRESCOS,HONGOS,3816.95,806.0,EXPRESS AEREO,COLOMBIA,COLOMBIA,
3866,7378,2014-06-18,zebra-missouri-arkansas-island,144912,HARINA DE TRIGO,HARINA DE TRIGO,79750.0,151800.0,TECUN UMAN,MEXICO,MEXICO,
3867,7383,2014-06-18,johnny-fifteen-early-enemy,144913,SEMILLA CEBOLLIN VARIEDAD PACHE,SEMILLAS DE HORTALIZA,2210.69,16.0,EXPRESS AEREO,REINO UNIDO,ESTADOS UNIDOS,ORIGEN: ESTADO DE OREGON.
3868,7387,2014-06-18,missouri-harry-beer-social,144954,SEMILLA DE SORGO VARIEDAD: DK-67 AMBAR,SEMILLAS DE HORTALIZA,35512.22,18060.0,TECUN UMAN,MEXICO,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
3869,7388,2014-06-18,missouri-harry-beer-social,144914,SEMILLA DE SORGO VARIEDAD: DK-67,SEMILLAS DE HORTALIZA,29408.17,19680.0,TECUN UMAN,MEXICO,ESTADOS UNIDOS,ORIGEN: ESTADO DE TEXAS.
3870,7396,2014-06-18,robert-vermont-one-robert,144896,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3871,7335,2014-06-18,pasta-florida-quebec-william,144890,CHAMPIÑONES FRESCOS,HONGOS,4051.53,890.0,EXPRESS AEREO,COLOMBIA,COLOMBIA,
3872,7358,2014-06-18,fanta-crazy-rugby-salami,144898,AJONJOLI NATURAL,AJONJOLI,87060.0,652992.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3873,7359,2014-06-18,fanta-crazy-rugby-salami,144899,AJONJOLI NATURAL,AJONJOLI,87060.0,652992.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3874,7360,2014-06-18,fanta-crazy-rugby-salami,144892,AJONJOLI NATURAL,AJONJOLI,87060.0,652992.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3875,7356,2014-06-18,lamp-purple-alanine-venus,144911,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3876,7342,2014-06-18,cola-neptune-shade-delta,144908,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3877,7343,2014-06-18,lamp-purple-alanine-venus,144909,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3878,7344,2014-06-18,lamp-purple-alanine-venus,144910,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3879,7338,2014-06-18,cola-neptune-shade-delta,144891,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3880,7339,2014-06-18,cola-neptune-shade-delta,144907,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3881,7340,2014-06-18,cola-neptune-shade-delta,144906,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3882,7328,2014-06-18,alaska-high-steak-florida,144901,YUCA,HORTALIZAS,788.88,1150.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
3883,7330,2014-06-18,alaska-high-steak-florida,144902,PAPAYA,FRUTAS,1649.83,3000.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
3884,7331,2014-06-18,alaska-high-steak-florida,144888,PAPAYA,FRUTAS,7861.3,12000.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
3885,7332,2014-06-18,alaska-high-steak-florida,144889,UVA FRESCA,FRUTAS,24383.0,8856.0,TECUN UMAN,MEXICO,MEXICO,
3886,7329,2014-06-19,alaska-high-steak-florida,144959,ZANAHORIA,FRUTAS,5272.52,7000.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
3887,7357,2014-06-19,sad-colorado-hamper-quiet,144961,SEMILLA DE GIRASOL EN GRANO,GRANOS,47460.0,42000.0,PUERTO QUETZAL,ARGENTINA,ARGENTINA,
3888,7324,2014-06-19,alaska-high-steak-florida,144957,AYOTE MANTEQUILLA,FRUTAS,856.95,1200.0,PEDRO DE ALVARADO,COSTA RICA,COSTA RICA,
3889,7540,2014-06-19,montana-missouri-blue-enemy,144975,SEMILLAS DE MAIZ,SEMILLAS DE HORTALIZA,33.0,1.0,EXPRESS AEREO,FRANCIA,FRANCIA,
3890,7600,2014-06-19,xray-north-hot-mango,144985,HARINA DE MAIZ,HARINAS,13192.02,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
3891,7602,2014-06-19,leopard-alabama-mountain-island,144989,AFRECHO DE TRIGO,MAIZ PARA ELAB DE CONCENTRADOS,6660.0,27174.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
3892,7604,2014-06-19,river-speaker-tennessee-november,144990,HARINA DE TRIGO,HARINAS,48300.0,81522.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
3893,7609,2014-06-19,low-connecticut-black-queen,144972,PLANTAS DE PLATANO,ESQUEJES RIZOMAS BULBOS,2944.0,448.0,TECUN UMAN,MEXICO,MEXICO,
3894,7620,2014-06-19,magazine-two-butter-ack,144979,SEMILLAS DE PALMA ACEITERA,SEMILLAS DE HORTALIZA,66630.71,256.0,EXPRESS AEREO,COSTA RICA,COSTA RICA,
3895,7544,2014-06-19,eighteen-hamper-zulu-early,144955,MIJO,MATERIA PRIMA PARA ALIMENTOS,10110.1,20639.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,
3896,7545,2014-06-19,equal-lima-idaho-michigan,144956,AGUACATE HASS,FRUTAS,12000.0,24000.0,TECUN UMAN,MEXICO,MEXICO,
3897,7546,2014-06-19,alaska-high-steak-florida,144958,LECHUGA FRESCA,FRUTAS,17402.08,7728.0,TECUN UMAN,MEXICO,MEXICO,
3898,7547,2014-06-19,fillet-video-bakerloo-friend,144973,PLANTULAS DE BANANO,ESQUEJES RIZOMAS BULBOS,3840.0,464.0,TECUN UMAN,MEXICO,MEXICO,
3899,7560,2014-06-19,twelve-mississippi-alpha-ceiling,144974,SEMILLA PREGERMINADA DE PALMA,SEMILLAS DE HORTALIZA,60196.49,225.0,EXPRESS AEREO,COSTA RICA,COSTA RICA,
3900,7561,2014-06-19,blossom-wyoming-lithium-stairway,144964,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3901,7562,2014-06-19,blossom-wyoming-lithium-stairway,144980,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3902,7563,2014-06-19,blossom-wyoming-lithium-stairway,144967,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3903,7564,2014-06-19,blossom-wyoming-lithium-stairway,144966,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3904,7565,2014-06-19,blossom-wyoming-lithium-stairway,144965,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3905,7566,2014-06-19,blossom-wyoming-lithium-stairway,144960,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3906,7567,2014-06-19,low-lima-paris-cola,144976,SEMILLA DE MAIZ,SEMILLAS DE HORTALIZA,47.0,2.0,EXPRESS AEREO,FRANCIA,FRANCIA,
3907,7568,2014-06-19,uncle-hawaii-vegan-island,144962,TEJIDO DE JUTE,MATERIA PRIMA PARA ALIMENTOS,21424.01,10165.0,PUERTO QUETZAL,INDIA,INDIA,
3908,7569,2014-06-19,vegan-harry-three-video,144970,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3909,7570,2014-06-19,vegan-harry-three-video,144971,CASCARILLA DE ARROZ,ARROZ,970.0,1814388.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3910,7571,2014-06-19,butter-ceiling-uncle-salami,144969,GRANO SECO DESTILADO,GRANOS,0.0,1209703000.0,PUERTO QUETZAL,ESTADOS UNIDOS,ESTADOS UNIDOS,
3911,7572,2014-06-19,south-lion-early-uranus,144978,"SEMILLA DE EJOTE, CHILE PIMIENTO, RABANO Y EJOTE",SEMILLAS DE HORTALIZA,22706.4,79947.0,EXPRESS AEREO,ESTADOS UNIDOS,ESTADOS UNIDOS,"USA, CHILE"
3912,7577,2014-06-19,steak-sodium-lamp-speaker,144968,SEMOLA DE MAIZ,MAIZ PARA ELAB DE CONCENTRADOS,59852.44,100034.0,SANTO TOMAS DE CASTILLA,REPÚBLICA DOMINICANA,REPÚBLICA DOMINICANA,
3913,7579,2014-06-19,blue-texas-coffee-quebec,144977,PALMA GERMINADA,ESQUEJES RIZOMAS BULBOS,61307.15,225.0,EXPRESS AEREO,COSTA RICA,COSTA RICA,
3914,7595,2014-06-19,xray-north-hot-mango,144984,HARINA DE MAIZ,HARINAS,13192.02,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
3915,7596,2014-06-19,xray-north-hot-mango,144983,HARINA DE MAIZ,HARINAS,13192.02,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
3916,7597,2014-06-19,xray-north-hot-mango,144982,HARINA DE MAIZ,HARINAS,13192.02,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
3917,7598,2014-06-19,xray-north-hot-mango,144981,HARINA DE MAIZ,HARINAS,13192.02,20866.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
3918,7523,2014-06-19,low-vermont-lactose-happy,144987,FRIJOL,FRIJOL NEGRO,12916.3,20185.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,
3919,7525,2014-06-19,low-vermont-lactose-happy,144986,FRIJOL,FRIJOL NEGRO,38748.82,60555.0,SANTO TOMAS DE CASTILLA,ESTADOS UNIDOS,ESTADOS UNIDOS,
3920,7089,2014-06-19,winter-lion-tennis-eighteen,144963,"SEMILLA DE CHAN, SEMILLA DE PEPITORIA, ESPECIES PARA HORCHATA",SEMILLAS DE FRUTAS,8375.03,61364.0,SAN CRISTOBAL,EL SALVADOR,EL SALVADOR,
3921,7651,2014-06-19,cola-asparagus-october-violet,144988,CEBOLLA,FRUTAS,3000.0,30000.0,TECUN UMAN,MEXICO,MEXICO,
3922,7654,2014-06-20,black-cola-helium-alanine,145004,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
3923,7655,2014-06-20,black-cola-helium-alanine,145005,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
3924,7656,2014-06-20,black-cola-helium-alanine,145006,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
3925,7657,2014-06-20,black-cola-helium-alanine,145007,HARINA DE TRIGO,HARINA DE TRIGO,54988.0,102520.0,TECUN UMAN,MEXICO,MEXICO,
3926,7658,2014-06-20,robert-vermont-one-robert,145003,CASCARILLA DE ARROZ,MATERIA PRIMA PARA CONCENTRADOS,2584.1,3483624.0,PEDRO DE ALVARADO,NICARAGUA,NICARAGUA,
3927,7692,2014-06-20,network-tango-delta-ohio,145020,"SEMILLA DE ARVEJA, EJOTE Y ZANAHORIA",SEMILLAS DE HORTALIZA,2062.5,3385.0,SANTO TOMAS DE CASTILLA,HOLANDA,HOLANDA,CALIFORNIA/ESTADOS UNIDOS Y HOLANDA.
3928,7693,2014-06-20,foxtrot-charlie-robin-nitrogen,145019,MERISTEMOS DE BANANO,MERISTEMOS DE BANANO,18975.36,106.0,EL FLORIDO,HONDURAS,HONDURAS,
3929,7707,2014-06-20,pasta-florida-quebec-william,145025,CHAMPIÑONES FRESCOS,HONGOS,4558.56,1012.0,EXPRESS AEREO,COLOMBIA,COLOMBIA,
3930,7708,2014-06-20,nitrogen-mirror-cup-william,145026,EJOTE FRANCES,HORTALIZAS,3025.31,1950.0,SAN CRISTOBAL,NICARAGUA,NICARAGUA,
3931,7709,2014-06-20,xray-north-hot-mango,145012,HARINA DE MAIZ,HARINA DE MAIZ,12530.16,20866.0,PEDRO DE ALVARADO,EL SALVADOR,EL SALVADOR,
3932,7710,2014-06-20,lamp-purple-alanine-venus,145028,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3933,7711,2014-06-20,lamp-purple-alanine-venus,145027,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3934,7712,2014-06-20,march-maryland-louisiana-robert,145033,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3935,7713,2014-06-20,march-maryland-louisiana-robert,145031,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3936,7714,2014-06-20,march-maryland-louisiana-robert,145032,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3937,7715,2014-06-20,march-maryland-louisiana-robert,145030,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
3938,7716,2014-06-20,march-maryland-louisiana-robert,145029,BANANO,FRUTAS,1310.0,16000.0,EL FLORIDO,HONDURAS,HONDURAS,
